name,latitude,longitude,category,description,place_id,price_egp
نقطة البداية حرب 1967,31.2390267,34.2423949,other,"نقطة البداية حرب 1967 is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1502,
منزل عائلة الحاج سيف النصر سعد نصر الطحاوي,30.8610514,31.9692446,other,"منزل عائلة الحاج سيف النصر سعد نصر الطحاوي is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1511,
Tell Abu-Seifa,30.8610087,32.3522515,historical,Tell Abu-Seifa is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1512,
Minshat Abu Omar,30.9129617,32.0251797,historical,Minshat Abu Omar is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1513,
موقع بداية حرب الاستنزاف,31.1141174,32.3097139,other,"موقع بداية حرب الاستنزاف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1515,
معبد أمنوفيس الثالث,25.1375,32.827778,other,"معبد أمنوفيس الثالث is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1518,
El Kab,25.1202789,32.7982639,other,"El Kab is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1519,
محطة التجميع لمياه الصرف,25.2446774,32.4807608,other,"محطة التجميع لمياه الصرف is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1521,
فرن عطية اندراوس وشركاه-ش جسر السيالة,25.297495,32.5504472,other,"فرن عطية اندراوس وشركاه-ش جسر السيالة is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1522,
آثار الجبلين,25.4860283,32.4938552,other,"آثار الجبلين is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1542,
مسجد عبد الرحيم الطيب بالدير,25.3316861,32.5795793,other,مسجد عبد الرحيم الطيب بالدير is a mosque serving the local Muslim community and representing Egypt's Islamic architectural heritage. Egypt's mosques range from medieval masterpieces to modern places of worship.,1544,
مزلقان نجع أبو سعيد,25.4455614,32.5435635,other,"مزلقان نجع أبو سعيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1546,
بداية مخر ابو سعيد,25.447994,32.5452357,other,"بداية مخر ابو سعيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1551,
ماسورة نجع ابو سعيد,25.4457325,32.5435566,other,"ماسورة نجع ابو سعيد is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1552,
مخر جزيرة راجح,25.2314141,32.6355225,other,"مخر جزيرة راجح is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1561,
Caravanserai,25.2940242,32.5560973,other,"Caravanserai is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1569,
19th century houses,25.2960246,32.5565128,other,"19th century houses is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1570,
Qasr Dusch,24.5799485,30.716262,historical,Qasr Dusch is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1571,
آل عبده صالح حسب الله آل رزيق,24.456637,32.8937106,other,"آل عبده صالح حسب الله آل رزيق is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1573,
الجزيرة البيضاء,30.2780695,32.402328,other,"الجزيرة البيضاء is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1574,
TT69 (Menna),25.7321656,32.6089693,other,"TT69 (Menna) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1579,
رمسيس الثالث,25.7390669,32.6010879,historical,رمسيس الثالث is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1581,
تحوتموزس الثالث,25.7378879,32.6010177,historical,تحوتموزس الثالث is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1582,
دير الملك,25.8015578,32.6979745,other,"دير الملك is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1586,
رمسيس الأول,25.739829,32.6015478,historical,رمسيس الأول is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1587,
سبته,25.7382878,32.6001626,historical,سبته is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1588,
توت أنغ أمون,25.7402889,32.6012989,historical,توت أنغ أمون is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1589,
حرمهب,25.7407544,32.6007525,historical,حرمهب is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1590,
تحوتموس الأول,25.7389897,32.5995842,historical,تحوتموس الأول is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1591,
أمين هوتيب,25.7400385,32.5998227,historical,أمين هوتيب is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1592,
رمسيس الخامس و السادس,25.7406493,32.600399,historical,رمسيس الخامس و السادس is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1593,
رمسيس الرابع,25.7417202,32.6016924,historical,رمسيس الرابع is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1594,
رمسيس العاشر,25.7395484,32.6022109,historical,رمسيس العاشر is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1595,
ميرينبتاه,25.7409834,32.6000718,historical,ميرينبتاه is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1596,
أمنميزيس,25.7395572,32.6012341,historical,أمنميزيس is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1597,
ستي الأول,25.73937,32.6015191,historical,ستي الأول is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1598,
رمسيس التاسع,25.7402643,32.6022832,historical,رمسيس التاسع is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1599,
KV21,25.739645,32.602774,historical,KV21 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1600,
يويا و ثيو,25.7409568,32.6029317,historical,يويا و ثيو is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1601,
أبناء رمسيس الثاني,25.7405781,32.6022151,historical,أبناء رمسيس الثاني is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1602,
Thutmes IV,25.7384508,32.6034052,historical,Thutmes IV is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1603,
ستي الثاني,25.7383764,32.5993746,historical,ستي الثاني is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1604,
رمسيس الحادي عشر,25.7410101,32.6036751,historical,رمسيس الحادي عشر is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1605,
إبن رمسيس الثالث,25.7410935,32.6028632,historical,إبن رمسيس الثالث is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1606,
رمسيس السابع,25.7426656,32.6018154,historical,رمسيس السابع is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1607,
Mentuherkhepeshef,25.7389319,32.6034665,historical,Mentuherkhepeshef is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1608,
توسرت و ستنخت,25.7390741,32.5988042,historical,توسرت و ستنخت is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1609,
ميهربري,25.7396767,32.6001701,historical,ميهربري is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1610,
Unknown tomb,25.7405023,32.6004726,historical,Unknown tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1611,
KV13 Bay,25.7395033,32.5994326,historical,KV13 Bay is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1612,
Sit-Ra,25.7392788,32.6033143,historical,Sit-Ra is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1613,
KV56 Gold Tomb,25.7401953,32.6010659,historical,KV56 Gold Tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1614,
Thutmes I and Hatshepsut,25.7381653,32.6035511,historical,Thutmes I and Hatshepsut is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1615,
Lord Belmore's tomb,25.7388484,32.6003276,historical,Lord Belmore's tomb is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1616,
حتشبسوت,25.7380644,32.6007485,historical,حتشبسوت is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1617,
Tia'a,25.7384305,32.600255,historical,Tia'a is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1618,
تاي أو أخناطون,25.7404522,32.6019363,historical,تاي أو أخناطون is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1619,
أمنحوتيب الثالث,25.7433103,32.5975883,historical,أمنحوتيب الثالث is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1620,
Tomb of Amunherkhepshef,25.7275719,32.5917486,historical,Tomb of Amunherkhepshef is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1621,
Ay,25.7416003,32.591876,historical,Ay is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1622,
KV44,25.7400945,32.6031301,historical,KV44 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1624,
Tia'a,25.7383424,32.6007193,historical,Tia'a is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1625,
KV33,25.7381325,32.6008481,historical,KV33 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1626,
KV45 Userhet,25.7401226,32.6030566,historical,KV45 Userhet is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1627,
Chapel of Osiris Ptah,25.7145152,32.657205,other,"Chapel of Osiris Ptah is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1629,
معبد تحتمس الثالث,25.7379286,32.6059799,other,"معبد تحتمس الثالث is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1634,
معبد حتشبسوت,25.7383391,32.6064411,other,معبد حتشبسوت في الدير البحري أحد أجمل المعابد في مصر، صُمّم حوالي 1479 قبل الميلاد. المعبد ذو الثلاثة مصطبات المنحوت في الصخر يضم نقوشاً ملونة رائعة تصوّر القصة الإلهية لميلاد حتشبسوت ورحلتها التجارية إلى بلاد بونت.,1635,140.0
حرم حتشبسوت وتحتمس الأول,25.7381461,32.606255,historical,حرم حتشبسوت وتحتمس الأول is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1636,
حرم آمون,25.7384314,32.6062236,historical,حرم آمون is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1637,
معبد منتوحتب الثاني,25.7373907,32.6062233,other,"معبد منتوحتب الثاني is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1638,
Scarab of Amenhotep III,25.7174645,32.6584878,cultural,"Scarab of Amenhotep III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1641,
Obelisk,25.7003041,32.6398186,other,"Obelisk is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1643,
Temple of Shanhūr,25.8611143,32.7767783,other,"Temple of Shanhūr is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1647,
ا ميلاد الأقصر,25.6957109,32.6464831,cultural,"ا ميلاد الأقصر is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1648,
TT52 (Nakht),25.7326738,32.6107375,other,"TT52 (Nakht) is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1650,
ديوان محافظة الأقصر,25.704346,32.6417174,other,"ديوان محافظة الأقصر is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1653,
الإزالة التي لم تتم,25.5130878,32.497877,other,"الإزالة التي لم تتم is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1654,
Temple of Montu (Medamud),25.7342389,32.7101722,other,"Temple of Montu (Medamud) is an ancient Egyptian temple site representing the country's rich religious and architectural heritage. These sacred spaces served as centers of worship, ritual, and economic activity in the ancient world.",1660,
WV24,25.7412769,32.5926485,historical,WV24 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1661,
WV25,25.7412351,32.5928011,historical,WV25 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1662,
KV27,25.7398279,32.6030956,historical,KV27 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1663,
KV39,25.7364111,32.5998351,historical,KV39 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1664,
KV49,25.7399055,32.6005331,historical,KV49 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1665,
KV52,25.7399713,32.6004529,historical,KV52 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1666,
KV63,25.7400839,32.6015094,historical,KV63 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1667,
KV53,25.7398086,32.6007716,historical,KV53 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1668,
KV59,25.7387243,32.6007094,historical,KV59 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1669,
KV64,25.740167,32.601306,historical,KV64 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1670,
KV65,25.7421008,32.5940929,historical,KV65 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1671,
KV58,25.7401172,32.6009074,historical,KV58 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1672,
Mummification Museum,25.7025345,32.6398801,cultural,"The Mummification Museum in Luxor is the world's only museum dedicated entirely to the ancient Egyptian art and science of mummification. Located on the Nile Corniche, it displays human and animal mummies alongside the tools and materials used in the mummification process. The museum provides a fascinating scientific and religious perspective on ancient Egyptian beliefs about death and the afterlife.",1681,100.0
N100 Rekhmire,25.7313526,32.607431,historical,N100 Rekhmire is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1682,
TT56 Userhat,25.7305737,32.6086873,historical,TT56 Userhat is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1683,
TT55 Ramose,25.7307612,32.6089461,historical,TT55 Ramose is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1684,
TT41 Amenemipet,25.7325731,32.6107193,historical,TT41 Amenemipet is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1685,
TT52 Nakht,25.7318452,32.6099256,historical,TT52 Nakht is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1686,
TT96 Sennefer,25.7313981,32.6067379,historical,TT96 Sennefer is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1687,
TT57 Khaemhat,25.7304115,32.6087223,historical,TT57 Khaemhat is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1688,
local ferry to West Bank,25.7014436,32.6385794,other,"local ferry to West Bank is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1691,
TT65 Nebamun/Imiseba/Monastery of Cyriacus,25.73294,32.6088898,historical,TT65 Nebamun/Imiseba/Monastery of Cyriacus is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1692,
Nūn Art Gallery,25.7039153,32.6328437,cultural,"Nūn Art Gallery is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1694,
TT359,25.7276225,32.6006389,historical,TT359 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1695,
Papyrus Museum,25.7274662,32.657683,cultural,The Papyrus Museum in Cairo demonstrates the ancient Egyptian technique of making papyrus from the Nile reed plant. Visitors witness live demonstrations of papyrus production and can view a collection of papyrus sheets painted with pharaonic scenes and hieroglyphic inscriptions. The museum offers an authentic educational experience about one of humanity's earliest writing materials.,1696,60.0
Abo Eish Alabaster Factory,25.733132,32.6233157,other,"Abo Eish Alabaster Factory is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1697,
Tomb of Queen Tyti,25.7274103,32.5921441,historical,Tomb of Queen Tyti is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1701,
Art from People to People Foundation,25.7149153,32.6246003,cultural,"Art from People to People Foundation is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1702,
Luxor Museum Entrance & Ticket Office,25.7073653,32.6439556,historical,"The Luxor Museum entrance and ticket office is the gateway to one of Egypt's finest regional collections. The museum presents meticulously curated artifacts from the Theban region, showcasing the exceptional artistry of the New Kingdom period. Visitors purchase tickets here before accessing the main galleries featuring royal statuary and the reconstructed Akhenaten wall.",1703,140.0
T178 Tomb of Neferronpet,25.7323707,32.6120936,other,T178 Tomb of Neferronpet is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1712,
Al Khokha,25.7324654,32.6120624,other,"Al Khokha is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1713,
TT296 Tomb of Nefersekheru,25.7325104,32.6119684,other,TT296 Tomb of Nefersekheru is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1714,
TT295 Tomb of Dhutmosi,25.7325183,32.6118587,other,TT295 Tomb of Dhutmosi is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1715,
جزيرة الموز - Banana Island,25.683452,32.6228723,other,"جزيرة الموز - Banana Island is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1718,
Birket Habu,25.7053045,32.5946069,historical,Birket Habu is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1719,
Moon Valley Apartments,25.7026697,32.6237568,other,"Moon Valley Apartments is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1720,
TT25,25.7333069,32.5999341,historical,TT25 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1721,
TT51 Userhat,25.7303711,32.610565,other,"TT51 Userhat is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1722,
TT31 Khonsu,25.7304626,32.6105641,other,"TT31 Khonsu is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1723,
Tailleurs de pierres,25.7348314,32.6212779,other,"Tailleurs de pierres is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1724,
Green Oasis Villa,25.7086796,32.6271944,other,"Green Oasis Villa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1726,
Oasis Guest House,25.7013548,32.6320377,other,"Oasis Guest House is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1727,
Tomb of Kwa Em Waset,25.7267911,32.5922167,historical,Tomb of Kwa Em Waset is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1729,
أمنحتب الثالث,25.7205864,32.6104814,cultural,"أمنحتب الثالث is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1730,
أمنحتب الثالث,25.7203932,32.6103831,cultural,"أمنحتب الثالث is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1731,
Luxor Museum,25.7076634,32.644489,cultural,"Luxor Museum is widely considered Egypt's finest provincial museum, presenting a curated selection of exceptional artifacts from the Theban region. The collection spans the Middle Kingdom through the New Kingdom and includes a reconstructed wall from Akhenaten's Karnak temple. Highlights include royal statues, gilded funerary objects, and two royal mummies displayed in a specially designed room.",1733,140.0
Beetle,25.7174878,32.6581508,cultural,"Beetle is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1737,
Column of Taharqa,25.7187615,32.6572987,other,"Column of Taharqa is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1738,
Ramesses II and Daughter,25.718824,32.6574604,cultural,"Ramesses II and Daughter is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1739,
Ramses III,25.7185684,32.6571574,cultural,"Ramses III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1740,
Ramses III,25.7185446,32.6572105,cultural,"Ramses III is a cultural institution in Egypt that preserves and presents aspects of Egyptian heritage, history, and artistic traditions for visitors and researchers alike.",1741,
TT1 Sennutem,25.7276813,32.6006414,historical,TT1 Sennutem is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1742,
TT218-TT219-TT220,25.7277352,32.60062,historical,TT218-TT219-TT220 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1743,
Crater de las Ostracas,25.7291491,32.6030896,other,"Crater de las Ostracas is a point of interest in Egypt, contributing to the country's diverse cultural, historical, and natural landscape.",1744,
F,25.738229,32.6008937,historical,F is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1745,
KV28,25.7399015,32.6031015,historical,KV28 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1746,
KV50,25.7399538,32.6004698,historical,KV50 is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1747,
Queen Isis-ta-Hemdjeret,25.727315,32.5925209,historical,Queen Isis-ta-Hemdjeret is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1748,
Tomb of Nefertari-Merymut,25.7281459,32.5927058,historical,Tomb of Nefertari-Merymut is an ancient Egyptian historical site that forms part of Egypt's extraordinary archaeological heritage. The site offers visitors a direct connection to the civilization that built one of the greatest empires of the ancient world.,1749,
